Customer ID,Recence,Frequence,Montant,Recence_log,Frequence_log,Montant_log,score_R,score_F,score_M,score_RFM,segment_baseline,cluster,axe1,axe2,engagement,nom_segment
12366.0,634,1,500.24,6.453624998892692,0.6931471805599453,6.217085028297085,1,1,2,4,Clients à relancer,2,-1.5598558572034715,0.6158438677314714,-2.7724931981021093,Clients endormis
12367.0,4,1,150.9,1.6094379124341003,0.6931471805599453,5.023222409601727,4,1,1,6,Clients occasionnels,3,-0.5159265339057822,-2.4173421657005174,-0.5279961218713984,Clients réguliers
12368.0,628,1,917.6999999999999,6.444131256700441,0.6931471805599453,6.822959627277421,1,1,3,5,Clients occasionnels,2,-1.2916580911362965,0.7921359675799794,-2.3275695786380104,Clients endormis
12369.0,413,3,1511.15,6.025865973825314,1.3862943611198906,7.321287758168061,1,2,3,6,Clients occasionnels,0,-0.40849859433129326,0.9656033668436145,-0.8399819498876482,Clients à risque
12370.0,51,7,3956.56,3.9512437185814275,2.0794415416798357,8.283382952726784,3,3,4,10,Meilleurs clients,0,1.2131829851051574,0.36321115569641216,2.046627769686725,Clients à risque
12371.0,60,4,3347.38,4.110873864173311,1.6094379124341003,8.116231925766032,3,3,4,10,Meilleurs clients,0,0.729147240413425,0.22827223549716058,1.2411881730301495,Clients à risque
12372.0,72,3,1196.04,4.290459441148391,1.3862943611198906,7.0876071218751635,3,2,3,8,Clients réguliers,0,0.050384047265969685,-0.06288899894873849,0.10462165661297376,Clients à risque
12373.0,311,3,927.6500000000001,5.7430031878094825,1.3862943611198906,6.833731918633351,2,2,3,7,Clients réguliers,0,-0.5303877079716586,0.6632922968112003,-1.0115615662599813,Clients à risque
12374.0,25,3,2669.22,3.258096538021482,1.3862943611198906,7.8899161450035935,4,2,4,10,Meilleurs clients,3,0.7352833257226034,-0.39267701763650625,1.34834144830206,Clients réguliers
12375.0,11,2,377.5,2.4849066497880004,1.0986122886681098,5.936216072877503,4,2,2,8,Clients réguliers,3,-0.089544421725889,-1.5109965834960244,0.07337573218779991,Clients réguliers
12376.0,390,2,383.15,5.968707559985366,1.0986122886681098,5.9510331013136435,1,2,2,5,Clients occasionnels,2,-1.2095406124871666,0.41756756503784753,-2.151941809140563,Clients endormis
12377.0,315,4,3266.32,5.755742213586912,1.6094379124341003,8.09172535599322,2,3,4,9,Clients réguliers,0,0.18655838593488136,1.1294003064990095,0.16769283278548097,Clients à risque
12378.0,130,2,5416.32,4.875197323201151,1.0986122886681098,8.597356507200939,2,2,4,8,Clients réguliers,0,0.3020628855128841,0.6065214504312331,0.4666298079325535,Clients à risque
12379.0,82,4,1470.22,4.418840607796598,1.6094379124341003,7.2938472675424615,3,3,3,9,Clients réguliers,0,0.26969500396680307,0.15195664247406354,0.4478755666752887,Clients à risque
12380.0,22,8,7210.65,3.1354942159291497,2.1972245773362196,8.88345305291818,4,4,4,12,Meilleurs clients,1,1.8295763584115077,0.13582316614743026,3.1506643037425777,Champions
12381.0,5,3,1474.81,1.791759469228055,1.3862943611198906,7.2969622705872155,4,2,3,9,Clients réguliers,3,0.9499465507745992,-1.3802081363994951,1.8600262589352492,Clients réguliers
12383.0,185,5,1628.56,5.225746673713202,1.791759469228055,7.396065318710506,2,3,3,8,Clients réguliers,0,0.19288198350013058,0.695360391244947,0.22973927910767794,Clients à risque
12384.0,29,2,425.27000000000004,3.4011973816621555,1.0986122886681098,6.055072948318093,3,2,2,7,Clients réguliers,3,-0.33381396596293644,-0.9693110334715894,-0.4286509659187959,Clients réguliers
12385.0,379,1,1668.4,5.940171252720432,0.6931471805599453,7.420219559416636,2,1,3,6,Clients occasionnels,0,-0.8673453876791944,0.6927501466668724,-1.571516328485124,Clients à risque
12386.0,338,2,401.9,5.82600010738045,1.0986122886681098,5.998688392197302,2,2,2,6,Clients occasionnels,2,-1.1425427034602476,0.3530281106609691,-2.0258298396014136,Clients endormis
12387.0,415,1,143.94,6.030685260261263,0.6931471805599453,4.976319863681136,1,1,1,3,Clients à relancer,2,-1.966052361539138,0.010486628194496934,-3.3997090615108245,Clients endormis
12388.0,16,8,3901.11,2.833213344056216,2.1972245773362196,8.269272711457157,4,4,4,12,Meilleurs clients,1,1.6585557347991813,-0.21515257645957547,2.8998349120559066,Champions
12389.0,403,3,1433.33,6.0014148779611505,1.3862943611198906,7.268453120207762,1,2,3,6,Clients occasionnels,0,-0.42371257994127104,0.9362682656813933,-0.8625559187729219,Clients à risque
12390.0,80,1,504.84000000000003,4.394449154672439,0.6931471805599453,6.226220413750358,3,1,2,6,Clients occasionnels,2,-0.8900278637719014,-0.5187143716450262,-1.4442111742024475,Clients endormis
12391.0,22,6,2724.84,3.1354942159291497,1.9459101490553132,7.910531916476688,4,3,4,11,Meilleurs clients,1,1.211723396185569,-0.24820448963123837,2.1348304168145082,Champions
12392.0,591,1,234.75000000000003,6.3835066348840055,0.6931471805599453,5.462771921513567,1,1,1,3,Clients à relancer,2,-1.8672672274601458,0.35110553406010464,-3.273831258879186,Clients endormis
12393.0,72,6,2399.4500000000003,4.290459441148391,1.9459101490553132,7.783411498760109,3,3,4,10,Meilleurs clients,0,0.7826403812885185,0.3516013466247322,1.3014530374750501,Clients à risque
12394.0,64,2,1080.48,4.174387269895637,1.0986122886681098,6.986085752388092,3,2,3,8,Clients réguliers,3,-0.17641637851296232,-0.26331823320251524,-0.2505914874587397,Clients réguliers
12395.0,19,15,4241.17,2.995732273553991,2.772588722239781,8.352830209757744,4,4,4,12,Meilleurs clients,1,2.082383623611294,0.11145051065129516,3.568407501120335,Champions
12396.0,674,1,931.43,6.51471269087253,0.6931471805599453,6.837794081676172,1,1,3,5,Clients occasionnels,2,-1.3079889665524476,0.8355633086942866,-2.362127223518768,Clients endormis
12397.0,36,2,2214.9,3.6109179126442243,1.0986122886681098,7.7034139204951595,3,2,3,8,Clients réguliers,3,0.31967987215041194,-0.35959591499037913,0.6306218244090842,Clients réguliers
12398.0,46,1,1435.66,3.8501476017100584,0.6931471805599453,7.270076254047687,3,1,3,7,Clients réguliers,3,-0.2572424521521273,-0.5065695017477496,-0.3387991745736063,Clients réguliers
12399.0,119,7,1842.3,4.787491742782046,2.0794415416798357,7.519312722502128,2,3,3,8,Clients réguliers,0,0.6084301832255898,0.5961410471968248,0.9564787771870116,Clients à risque
12400.0,414,1,205.25,6.028278520230698,0.6931471805599453,5.32908902521479,1,1,1,3,Clients à relancer,2,-1.8109039578149237,0.11485604936033872,-3.1426564258657868,Clients endormis
12401.0,303,1,69.3,5.717027701406222,0.6931471805599453,4.252771798816619,2,1,1,4,Clients à relancer,2,-2.181253177152323,-0.37954190017160244,-3.722450588250649,Clients endormis
12402.0,323,6,1136.9,5.780743515792329,1.9459101490553132,7.036939737362963,2,3,3,8,Clients réguliers,0,-0.025892658835603537,0.9510323080438633,-0.1957372660105406,Clients à risque
12403.0,50,2,947.36,3.9318256327243257,1.0986122886681098,6.854734177004884,3,2,3,8,Clients réguliers,3,-0.15546341349961815,-0.4366428086325459,-0.19004216332517546,Clients réguliers
12405.0,149,1,1390.39,5.0106352940962555,0.6931471805599453,7.238058526457821,2,1,3,6,Clients occasionnels,0,-0.646494638808294,0.12478162936853977,-1.1068389850739855,Clients à risque
12406.0,22,5,6390.36,3.1354942159291497,1.791759469228055,8.762702357276806,4,3,4,11,Meilleurs clients,1,1.4667951197898277,-0.04961937893479059,2.5611951919299454,Champions
12407.0,50,5,1507.1200000000001,3.9318256327243257,1.791759469228055,7.318619120998749,3,3,3,9,Clients réguliers,0,0.5773786580148403,-0.042484992212179946,1.0041383559382395,Clients à risque
12408.0,33,8,3905.77,3.5263605246161616,2.1972245773362196,8.27046622462503,3,4,4,11,Meilleurs clients,1,1.4349502564885133,0.1680344652520737,2.455808460495709,Champions
12409.0,79,7,23419.29,4.382026634673881,2.0794415416798357,10.061358019654037,3,3,4,10,Meilleurs clients,1,1.8519240365972192,1.1338620797750294,3.0579063991617375,Champions
12410.0,309,3,773.71,5.736572297479192,1.3862943611198906,6.652488765777084,2,2,2,6,Clients occasionnels,0,-0.6076194761885028,0.6054353847955883,-1.1387069209133385,Clients à risque
12411.0,410,1,346.9,6.018593214496234,0.6931471805599453,5.8519150821578965,1,1,2,4,Clients à relancer,2,-1.5789859163411781,0.26615887666604826,-2.7577612492696435,Clients endormis
12412.0,75,6,2404.93,4.330733340286331,1.9459101490553132,7.78569180217955,3,3,4,10,Meilleurs clients,0,0.7706157470257262,0.37452810519212726,1.2772551670887666,Clients à risque
12413.0,67,4,871.45,4.219507705176107,1.6094379124341003,6.771305345844239,3,3,3,9,Clients réguliers,0,0.10548691834565227,-0.11470308771789198,0.19734283103796396,Clients à risque
12414.0,217,4,532.41,5.384495062789089,1.6094379124341003,6.279290359228722,2,3,2,7,Clients réguliers,0,-0.48651294556990693,0.38130627254343774,-0.9067573976625386,Clients à risque
12415.0,24,24,144033.37,3.2188758248682006,3.2188758248682006,11.877807230634021,4,4,4,12,Meilleurs clients,1,3.8938905907430383,1.455157693825083,6.530849811607377,Champions
12416.0,657,1,202.56,6.489204931325317,0.6931471805599453,5.315960801720632,1,1,1,3,Clients à relancer,2,-1.9656884420210934,0.3654949781144171,-3.44800697703594,Clients endormis
12417.0,3,20,5998.41,1.3862943611198906,3.044522437723423,8.69941641004182,4,4,4,12,Meilleurs clients,1,2.962325354754951,-0.5734997356053688,5.189125622129979,Champions
12418.0,113,4,2021.2,4.736198448394496,1.6094379124341003,7.6119413066572985,2,3,3,8,Clients réguliers,0,0.30627449349752756,0.4225444456283942,0.4745749817056888,Clients à risque
12419.0,386,2,391.01,5.958424693029782,1.0986122886681098,5.971287349669164,1,2,2,5,Clients occasionnels,2,-1.1973525005771632,0.41795696632061774,-2.130671843791479,Clients endormis
12420.0,64,1,600.39,4.174387269895637,0.6931471805599453,6.3992436425478765,3,1,2,6,Clients occasionnels,3,-0.7431571113776757,-0.588413706829718,-1.177646891759532,Clients réguliers
12421.0,16,6,874.6,2.833213344056216,1.9459101490553132,6.774909365648708,4,3,3,10,Meilleurs clients,3,0.812522020773162,-0.7554176770541544,1.5063245933282847,Clients réguliers
12422.0,96,12,3639.35,4.574710978503383,2.5649493574615367,8.199835109854455,2,4,4,10,Meilleurs clients,1,1.3461526026006982,0.8612512721911552,2.187059334381699,Champions
12423.0,1,10,2301.39,0.6931471805599453,2.3978952727983707,7.741702992829717,4,4,4,12,Meilleurs clients,1,2.2730742621376527,-1.481325387548218,4.139756873296049,Champions
12424.0,163,4,3340.03,5.099866427824199,1.6094379124341003,8.114034421663943,2,3,4,9,Clients réguliers,0,0.40839685546842797,0.7738404592232319,0.6048196718107401,Clients à risque
12425.0,78,2,1741.41,4.3694478524670215,1.0986122886681098,7.4630244913725114,3,2,3,8,Clients réguliers,0,-0.03078259319572113,-0.012682013403666207,-0.03034661918626602,Clients à risque
12426.0,195,2,1201.21,5.278114659230517,1.0986122886681098,7.0919168086539806,2,2,3,7,Clients réguliers,0,-0.48699323053630694,0.37798686198759396,-0.8823573828926525,Clients à risque
12427.0,22,3,699.8,3.1354942159291497,1.3862943611198906,6.552222539622182,4,2,2,8,Clients réguliers,3,0.18955787136718574,-0.861198305989458,0.45815195042088364,Clients réguliers
12428.0,26,8,6405.26,3.295836866004329,2.1972245773362196,8.76503091629521,3,4,4,11,Meilleurs clients,1,1.7259088920153822,0.18889908816658993,2.9619774638055953,Champions
12429.0,9,8,5842.41,2.302585092994046,2.1972245773362196,8.673069809526188,4,4,4,12,Meilleurs clients,1,2.006833101645633,-0.38723385506151403,3.5328813734663127,Champions
12430.0,43,1,216.4,3.784189633918261,0.6931471805599453,5.381738974687109,3,1,1,5,Clients occasionnels,3,-1.06224292576631,-1.1087927179020072,-1.6641722120934295,Clients réguliers
12431.0,36,25,10102.22,3.6109179126442243,3.258096538021482,9.22060946390083,3,4,4,11,Meilleurs clients,1,2.6343275204603365,0.8899586076480498,4.403193183057557,Champions
12432.0,43,4,4359.32,3.784189633918261,1.6094379124341003,8.380300728145249,3,3,4,10,Meilleurs clients,0,0.9503352460390669,0.12696431200459937,1.6421307268370064,Clients à risque
12433.0,1,10,16794.14,0.6931471805599453,2.3978952727983707,9.72884483782588,4,4,4,12,Meilleurs clients,1,3.1426385436236006,-0.8859267819656617,5.579027856764859,Champions
12434.0,85,3,1103.43,4.454347296253507,1.3862943611198906,7.007084643758051,3,2,3,8,Clients réguliers,0,-0.037845034981748495,0.0035006701733626125,-0.05889022419294662,Clients à risque
12435.0,80,6,13925.93,4.394449154672439,1.9459101490553132,9.541579654832375,3,3,4,10,Meilleurs clients,1,1.5183819465360078,0.9358277248040673,2.5081352496248437,Champions
12436.0,100,1,429.01000000000005,4.61512051684126,0.6931471805599453,6.063808464231149,2,1,2,5,Clients occasionnels,2,-1.0324522416551782,-0.44549900723918423,-1.7034809798561235,Clients endormis
12437.0,2,38,11282.4,1.0986122886681098,3.6635616461296463,9.331087898074355,4,4,4,12,Meilleurs clients,1,3.804962661872072,-0.3152384684603208,6.59772519391788,Champions
12438.0,14,2,2466.85,2.70805020110221,1.0986122886681098,7.811102605220363,4,2,4,10,Meilleurs clients,3,0.6587444218444632,-0.8259889949222156,1.2881182073195898,Clients réguliers
12439.0,683,2,1142.88,6.52795791762255,1.0986122886681098,7.042181271332972,1,2,3,6,Clients occasionnels,0,-0.9128915940974942,1.053380909961497,-1.7205822079119124,Clients à risque
12440.0,462,2,739.2,6.137727054086234,1.0986122886681098,6.606920419952056,1,2,2,5,Clients occasionnels,2,-0.9771794044168736,0.7074387110953163,-1.7853716506942259,Clients endormis
12441.0,367,1,155.55,5.908082938168931,0.6931471805599453,5.053375447772415,2,1,1,4,Clients à relancer,2,-1.8926899709455598,-0.03413955836580003,-3.265207009354217,Clients endormis
12442.0,3,1,144.06,1.3862943611198906,0.6931471805599453,4.977147449935266,4,1,1,6,Clients occasionnels,3,-0.463935706866808,-2.554390954560725,-0.4181449665015957,Clients réguliers
12443.0,732,1,365.31,6.597145701886651,0.6931471805599453,5.90347996943943,1,1,2,4,Clients à relancer,2,-1.7434951444182285,0.6011471213972954,-3.0917524408194828,Clients endormis
12444.0,21,5,4085.46,3.091042453358316,1.791759469228055,8.315434348580858,4,3,4,11,Meilleurs clients,1,1.2854460511439352,-0.20818331376649854,2.265773545625153,Champions
12445.0,22,2,378.98,3.1354942159291497,1.0986122886681098,5.940118619756394,4,2,2,8,Clients réguliers,3,-0.2982028729536182,-1.1505037816787798,-0.34137204407145105,Clients réguliers
12446.0,58,1,1002.3100000000001,4.07753744390572,0.6931471805599453,6.9110598129904375,3,1,3,7,Clients réguliers,3,-0.4878724731654609,-0.48855122215886815,-0.7447802467829604,Clients réguliers
12447.0,243,1,431.49,5.497168225293202,0.6931471805599453,6.069559204717347,2,1,2,5,Clients occasionnels,2,-1.31514410572863,0.043384415437612005,-2.265450941838605,Clients endormis
12448.0,44,1,365.45,3.8066624897703196,0.6931471805599453,5.903862086371859,3,1,2,6,Clients occasionnels,3,-0.8410307671778033,-0.9399393613340308,-1.3004266286852522,Clients réguliers
12449.0,22,5,4274.89,3.1354942159291497,1.791759469228055,8.360747546837429,4,3,4,11,Meilleurs clients,1,1.290901513196176,-0.1700553378702074,2.2700625298163257,Champions
12450.0,156,5,688.2,5.056245805348308,1.791759469228055,6.5355315046537745,2,3,2,7,Clients réguliers,0,-0.12887595373350444,0.3439060463421049,-0.2847457369792444,Clients à risque
12451.0,11,8,12629.88,2.4849066497880004,2.1972245773362196,9.443899888293409,4,4,4,12,Meilleurs clients,1,2.285191546181509,-0.05557610261297892,3.974165834778942,Champions
12452.0,17,1,348.57,2.8903717578961645,0.6931471805599453,5.85670382774231,4,1,2,7,Clients réguliers,3,-0.565386232590759,-1.460142168906543,-0.7464691944860954,Clients réguliers
12453.0,134,1,707.09,4.90527477843843,0.6931471805599453,6.562571204258897,2,1,2,5,Clients occasionnels,2,-0.9080167231028595,-0.1358029360712421,-1.5284642694173003,Clients endormis
12454.0,56,4,16459.78,4.04305126783455,1.6094379124341003,9.708735860714622,3,3,4,10,Meilleurs clients,1,1.4479500586702099,0.6679683774615836,2.4381574510834603,Champions
12455.0,73,9,5722.95,4.30406509320417,2.302585092994046,8.652414405487946,3,4,4,11,Meilleurs clients,1,1.4311583890359767,0.7507929452564058,2.36373499499803,Champions
12456.0,44,3,2581.04,3.8066624897703196,1.3862943611198906,7.85633506315336,3,2,4,9,Clients réguliers,0,0.5432106930713133,-0.09976243397780166,0.9719263256890036,Clients à risque
12457.0,66,7,2555.91,4.204692619390966,2.0794415416798357,7.846554777174673,3,3,4,10,Meilleurs clients,0,0.9400767566246303,0.3723076238934125,1.567562483318044,Clients à risque
12458.0,71,4,1502.49,4.276666119016055,1.6094379124341003,7.315544351259142,3,3,3,9,Clients réguliers,0,0.3251613861866172,0.07993380338914018,0.5548441353629611,Clients à risque
12459.0,605,1,398.36,6.406879986069314,0.6931471805599453,5.9898632657410085,1,1,2,4,Clients à relancer,2,-1.644172166152048,0.521944849469307,-2.9070651999164987,Clients endormis
12460.0,456,1,296.65,6.124683390894205,0.6931471805599453,5.695918299599399,1,1,1,3,Clients à relancer,2,-1.68155344897222,0.2780124985282476,-2.9388415946537103,Clients endormis
12461.0,155,1,626.88,5.049856007249537,0.6931471805599453,6.442349065407006,2,1,2,5,Clients occasionnels,2,-1.0073754382942604,-0.09197147036538682,-1.7083384960298844,Clients endormis
12462.0,19,2,937.59,2.995732273553991,1.0986122886681098,6.844378749137783,4,2,3,9,Clients réguliers,3,0.14268901325541294,-0.956755657634759,0.4032814234921107,Clients réguliers
12463.0,53,4,1200.78,3.9889840465642745,1.6094379124341003,7.091559070057242,3,3,3,9,Clients réguliers,0,0.32016786310087286,-0.1460664963468158,0.5772597913982065,Clients à risque
12464.0,10,8,957.05,2.3978952727983707,2.1972245773362196,6.864899968675708,4,4,3,11,Meilleurs clients,3,1.1847678035168079,-0.8763674668458118,2.1620643176987673,Clients réguliers
12465.0,17,2,682.1899999999999,2.8903717578961645,1.0986122886681098,6.5267730053648965,4,2,2,8,Clients réguliers,3,0.037774288613975596,-1.1101097335676593,0.24086691096343119,Clients réguliers
12467.0,423,1,132.8,6.049733455231958,0.6931471805599453,4.896346147694128,1,1,1,3,Clients à relancer,2,-2.007207693591828,-0.002955111184702712,-3.4698593155708926,Clients endormis
12468.0,188,5,3238.74,5.241747015059643,1.791759469228055,8.083248358652838,2,3,4,9,Clients réguliers,0,0.48841649457637504,0.9100951215915152,0.7171907825953759,Clients à risque
12469.0,523,2,3070.54,6.261491684321042,1.0986122886681098,8.029934343472139,1,2,4,7,Clients réguliers,0,-0.39449399484824654,1.2021661025022308,-0.8341313451997321,Clients à risque
12470.0,690,1,211.95,6.53813982376767,0.6931471805599453,5.3610573963692225,1,1,1,3,Clients à relancer,2,-1.961777375803758,0.4060341141157952,-3.4467523377062657,Clients endormis
12471.0,2,71,35099.9,1.0986122886681098,4.276666119016055,10.465982050150872,4,4,4,12,Meilleurs clients,1,4.770249940782379,0.25050503737343005,8.178810663567596,Champions
12472.0,32,19,14971.289999999999,3.4965075614664802,2.995732273553991,9.613956438326447,3,4,4,11,Meilleurs clients,1,2.6428950636766047,0.8480426025170293,4.436688833891569,Champions
12473.0,54,3,2585.73,4.007333185232471,1.3862943611198906,7.8581498087454955,3,2,4,9,Clients réguliers,0,0.4791183495732592,0.011612964864545558,0.8444418709127417,Clients à risque
12474.0,17,29,11310.75,2.8903717578961645,3.4011973816621555,9.333597287467807,4,4,4,12,Meilleurs clients,1,3.026145247681883,0.578529843529221,5.124680640291973,Champions
12475.0,54,2,1065.64,4.007333185232471,1.0986122886681098,6.972268799807203,3,2,3,8,Clients réguliers,3,-0.12844601035058986,-0.35972314063848987,-0.15337668480220745,Clients réguliers
12476.0,16,18,12319.91,2.833213344056216,2.9444389791664403,9.419053097996091,4,4,4,12,Meilleurs clients,1,2.732872033195437,0.4044206757853738,4.657745187294761,Champions
12477.0,23,9,20276.37,3.1780538303479458,2.302585092994046,9.917260764877222,4,4,4,12,Meilleurs clients,1,2.3487429230945054,0.5078703994688093,4.002574330059468,Champions
12478.0,4,1,545.99,1.6094379124341003,0.6931471805599453,6.304430520719223,4,1,2,7,Clients réguliers,3,0.044724339298493045,-2.0334593921877433,0.3999726906015002,Clients réguliers
12479.0,11,1,473.2,2.4849066497880004,0.6931471805599453,6.161629173631305,4,1,2,7,Clients réguliers,3,-0.30084594909957807,-1.5927195867670518,-0.2653697038421693,Clients réguliers
12480.0,28,7,4834.85,3.367295829986474,2.0794415416798357,8.483812193883908,3,3,4,10,Meilleurs clients,1,1.489708295945207,0.10074689457098594,2.5665992924348955,Champions
12481.0,23,14,11033.51,3.1780538303479458,2.70805020110221,9.308782913536389,4,4,4,12,Meilleurs clients,1,2.3924170486067795,0.4748173896828584,4.0638690236082455,Champions
12482.0,576,27,21941.72,6.3578422665081,3.332204510175204,9.996190700620865,1,4,4,9,Clients réguliers,1,2.1421546856305045,2.666766891571839,3.293603147826185,Champions
12483.0,17,19,4069.1800000000003,2.8903717578961645,2.995732273553991,8.311442503502924,4,4,4,12,Meilleurs clients,1,2.268913657986728,0.1230035404074377,3.8823317393635874,Champions
12484.0,35,9,5557.1,3.58351893845611,2.302585092994046,8.623011602224077,3,4,4,11,Meilleurs clients,1,1.6512790131154957,0.34402105622303014,2.8049154924777273,Champions
12485.0,529,1,708.1,6.272877006546167,0.6931471805599453,6.563996560309951,1,1,2,4,Clients à relancer,2,-1.349604438472121,0.6199592267122501,-2.405216308477012,Clients endormis
12486.0,432,1,917.28,6.07073772800249,0.6931471805599453,6.82250235500737,1,1,3,5,Clients occasionnels,2,-1.1711221408389625,0.585771423489706,-2.0882411652395625,Clients endormis
12487.0,731,1,285.29999999999995,6.595780513961311,0.6931471805599453,5.657040212104069,1,1,1,3,Clients à relancer,2,-1.8508946365431824,0.5265534548749778,-3.2693705559695876,Clients endormis
12488.0,10,3,1244.66,2.3978952727983707,1.3862943611198906,7.127420788916512,4,2,3,9,Clients réguliers,3,0.6797631658258032,-1.0962345898332109,1.3481853604244791,Clients réguliers
12489.0,336,1,298.93,5.820082930352362,0.6931471805599453,5.70354911409641,2,1,1,4,Clients à relancer,2,-1.5797222894720628,0.11206618546627012,-2.7378093181419274,Clients endormis
12490.0,5,20,8764.64,1.791759469228055,3.044522437723423,9.078594812373645,4,4,4,12,Meilleurs clients,1,2.9971457765810237,-0.2359473086431502,5.203517018045477,Champions
12491.0,39,1,424.40000000000003,3.6888794541139363,0.6931471805599453,6.053029902766137,3,1,2,6,Clients occasionnels,3,-0.7376706965947953,-0.9602971542192241,-1.1167874819999875,Clients réguliers
12492.0,63,3,607.21,4.1588830833596715,1.3862943611198906,6.410520217067979,3,2,2,7,Clients réguliers,3,-0.20336116703014492,-0.3384320105456777,-0.30133576671708817,Clients réguliers
12493.0,166,2,379.74,5.117993812416755,1.0986122886681098,5.942116727477643,2,2,2,6,Clients occasionnels,2,-0.9383657888178438,-0.05495842391885229,-1.612376139135923,Clients endormis
12494.0,16,9,1563.27,2.833213344056216,2.302585092994046,7.355174540476775,4,4,3,11,Meilleurs clients,1,1.3390890636744295,-0.45025378509508585,2.3682087929673568,Champions
12495.0,641,1,277.4,6.464588303689961,0.6931471805599453,5.629058928460265,1,1,1,3,Clients à relancer,2,-1.8207183809211875,0.4457112839196211,-3.205432518900015,Clients endormis
12496.0,620,2,45.34,6.431331081933479,1.0986122886681098,3.8360055190042304,1,2,1,4,Clients à relancer,2,-2.2846555044599723,0.039360921805089634,-3.9807705722752313,Clients endormis
12497.0,82,3,5996.5,4.418840607796598,1.3862943611198906,8.69909799471385,3,2,4,9,Clients réguliers,0,0.7140533693670871,0.4908606564329274,1.1894112261880179,Clients à risque
12498.0,21,3,349.70000000000005,3.091042453358316,1.3862943611198906,5.859931157146132,4,2,2,8,Clients réguliers,3,-0.09901231715239539,-1.0931775208884464,-0.014738170538275086,Clients réguliers
